job_title,job_location,job_date_posted,job_qualifications,job_summary,job_description,job_education_experience,job_additional_qualifications
Big Data Engineer - Wallet & Apple Pay - Raleigh,"Raleigh, North Carolina, United States","Apr 12, 2022","['5+ years of professional experience with Big Data systems, pipelines and data processing', 'Practical hands-on experience with technologies like Apache Hadoop, Apache Pig, Apache Hive, Apache Sqoop & Apache Spark', 'Ability to understand API Specs, identify relevant API calls , extract data and implement data pipelines & SQL-friendly data structures', 'Identify Data Validation rules and alerts based on data publishing specifications for data integrity and anomaly detection', 'Understanding on various distributed file formats such as Apache AVRO, Apache Parquet and common methods in data transformation', 'Expertise in Python, Unix Shell scripting and Dependency driven job schedulers', 'Expertise in Core JAVA, Oracle, Teradata and ANSI SQL', 'Familiarity with rule based tools and APIs for multi stage data correlation on large data sets is a plus']","Looking for hardworking, passionate and results-oriented individuals to join our team to build data foundations and tools to craft the future of commerce and Apple Pay. You will design and implement scalable, extensible and highly-available data pipelines on large volume data sets, that will enable impactful insights & strategy for payment products. Our culture is about getting things done iteratively and rapidly, with open feedback and debate along the way; we believe analytics is a team sport, but we strive for independent decision-making and taking smart risks. Our team collaborates deeply with partners across product and design, engineering, and business teams: our mission is to drive innovation by providing the business and data scientist partners outstanding systems to make decisions that improve the customer experience of using our services. This will include using large and complex data sources, helping derive measurable insights, delivering dynamic and intuitive decision tools, and bringing our data to life via amazing visualizations.

Collaborating with the head of Wallet Payments & Commerce Data Engineering & BI, this person will collaborate with various data analysts, instrumentation specialists and engineering teams to identify requirements that will derive the creation of data pipelines. You will work closely with the application server engineering team to understand the architecture and internal APIs involved in upcoming and ongoing projects related to Apple Pay. We are seeking an outstanding person to play a pivotal role in helping the analysts & business users make decisions using data and visualizations. You will partner with key players across the engineering, analytics & business teams as you design and build query friendly data structures.

The ideal candidate is a self-motived teammate, skilled in a broad set of data processing techniques with the ability to adapt and learn quickly, provide results with limited direction, and choose the best possible data processing solution is a must.","Translate business requirements by business team into data and engineering specifications

Build scalable data sets based on engineering specifications from the available raw data and derive business metrics/insights

Understand and Identify server APIs that needs to be instrumented for data analytics and align the server events for execution in already established data pipelines

Explore and understand sophisticated data sets, identify and formulate correlational rules between heterogenous sources for effective analytics and reporting

Process, clean and validate the integrity of data used for analysis

Develop Python and Shell Scripts for data ingestion from external data sources for business insights","Minimum of bachelor’s degree, preferably in Computer Science, Information Technology or EE, or relevant proven experience is preferred",[]
Commerce Subscriptions and Revenue Data Scientist,"Austin, Texas, United States","Apr 11, 2022","['3+ years of proven ability as a Data Scientist, Data Analyst, or Data Engineer (preferably for a digital media, MarTech, digital subscription business, or technology business).', '2+ years applied experience in building sophisticated datasets that enable data science and BI.', 'Experience working with structured and unstructured data stored in distributed files systems with strong proficiency with SQL, Python or R. Experience with data visualization tools a plus.', 'Strong background and knowledge in statistics, probability, and data analysis.', 'Project ownership with an ability to condense & communicate sophisticated concepts and analysis into clear and concise takeaways that drive action.']","Services at Apple help hundreds of millions of customers get the most out of the devices they love through amazing apps, award-winning shows and movies, immersive music in spatial audio, world-class workouts and meditations, super fun games and more!

The Apple Media Products Data Science & Analytics organization is passionate about developing discerning insights and machine learning solutions to help continually improve these services and accelerate growth while maintaining a strong dedication to privacy.

We are currently seeking an experienced Commerce Data Scientist to design, analyze, and optimize on commerce initiatives including offers, billing retry, and other subscription mechanics. These initiatives would cover all of AMP services such as the App Store, Apple Music, TV+, News+, Fitness+, and Apple One.

As a key member of our diverse and dynamic organization, you'll have the rare and rewarding opportunity to work with datasets of unique magnitude, richness, and dedication to customer privacy that will frequently require innovative approaches. You'll work collaboratively with partners across Business, Marketing, Product and Engineering daily to deliver material customer and business value. The position is based in Austin.","Partner with Business and Engineering to define data collection, reporting requirements, metrics, and aggregates for analysis and reporting.

Apply statistical methods to accurately understand the effect of multiple and often interrelated initiatives.

Establish, improve, and socialize top line and operational metrics that accurately represent the business state of health to craft product strategy.

Work with internet-scale data across numerous customer touch points. Develop a quantitative understanding of the economics of subscription businesses. Help form future ecosystem iterations and strategy, and build data products that lead to developer success.","Minimum of a Bachelors degree in Computer Science, Statistics, Mathematics, Engineering, Economics or related field 

Masters in a related field preferred",[]
"Senior Software Engineer, Data Engineering, Ad Platform Engineering","Santa Clara Valley (Cupertino), California, United States","Apr 8, 2022","['You love working on a shared codebase that supports mission critical applications; and the subject area that it requires', 'You have deep expertise in modern data engineering approaches, stay on top of developments, and are aware of what leading players are doing', 'You have a demonstrated ability to design, implement, refactor, and extend highly performant, scalable, resilient, reliable, and understandable data pipelines', 'You have deep experience with Spark (Streaming), Hadoop, Kafka (Streams) or other distributed systems', 'You have deep expertise in Python, Java, Scala, SQL, and/or other relevant languages and frameworks', 'You have experience with Oracle, Postgres, mySQL, or other relational databases', 'You have worked in cloud environments and are familiar with object stores, and other common cloud-native data storage and processing frameworks', 'You have worked in CI/CD environments and understand scalable deployment and operational management approaches', 'You have experience with pipelines and architectures that support machine learning development platforms and production applications', 'You are familiar with A/B and other online testing applications', 'You understand statistics and are capable of using data analysis techniques to understand data quality, profile system loads, understand the relationships between business metrics, and similar']","At Apple, we work every day to build products that enrich people’s lives. Our Advertising Platforms group makes it possible for people around the world to easily access informative and imaginative content on their devices while helping publishers and developers promote and monetize their work. Today, our technology and services power advertising in Search Ads in the App Store and Apple News! Our platforms are highly-performant, deployed at scale, and setting new standards for enabling effective advertising while protecting user privacy.

We are looking for an ambitious and versatile senior engineer who will be a key member of our team, delivering data products that effectively solve exciting business problems. Responsibilities range from designing and implementing core storage and processing capabilities, to mission-critical pipelines, to supporting online serving architectures, and leading edge, privacy preserving machine learning platforms. You will have the opportunity to define, refine, and/or refactor approaches, designs, and architectures to meet the data engineering challenges we must solve. You will join a team of world-class data engineers with an appetite for apply leading-edge technologies to deliver extraordinary experiences to our customers. You will play a meaningful role building data products that deliver on Apple's privacy commitments and change the way advertising works with data. You will be a leading voice in our technology strategy and its delivery, developing and mentoring junior members of the team. You will collaborate closely with the business to deliver relevant data and insight to inform our strategy and decisions.

You should have 6-8+ years experience in data engineering roles, ideally within the ads or media space. You will have an excellent understanding of scalable approaches and thrive working in Agile environments. The ability to be a good standout colleague under tight deadline constraints is key to success!","At Ad Platforms, we are constantly developing data products to provide amazing user experiences and drive value for publishers and developers. We are looking for a senior data engineer to deliver our future data systems, by working to:

-  Lead deep technical conversations and white boarding sessions to brainstorm ideas on data pipelines and petabyte scale data processing.

-  Design and implement new pipelines, storage, and processing solutions using modern, distributed systems approaches and technologies

-  Advocate for the design and implementation approaches you propose

-  Follow standard methodologies in storage, processing, copy/synchronization, etc. appropriate to the scale and maturity of our products

-  Work in multi-functional teams to prototype new concepts and deliver end-to-end systems in an agile setting

-  Design and deliver high quality systems with excellent reliability and scalability, leading complexity and providing for efficient operations","Bachelors, Masters, or PhD or equivalent professional experience in Computer Science, Distributed Systems, Software Engineering, or related field and experience designing, building, maintaining, and extending large-scale production data systems.",[]
"Senior Software Engineer, Data Engineering, Ad Platform Engineering","Austin, Texas, United States","Apr 8, 2022","['You love working on a shared codebase that supports mission critical applications; and the subject area that it requires', 'You have deep expertise in modern data engineering approaches, stay on top of developments, and are aware of what leading players are doing', 'You have a demonstrated ability to design, implement, refactor, and extend highly performant, scalable, resilient, reliable, and understandable data pipelines', 'You have deep experience with Spark (Streaming), Hadoop, Kafka (Streams) or other distributed systems', 'You have deep expertise in Python, Java, Scala, SQL, and/or other relevant languages and frameworks', 'You have experience with Oracle, Postgres, mySQL, or other relational databases', 'You have worked in cloud environments and are familiar with object stores, and other common cloud-native data storage and processing frameworks', 'You have worked in CI/CD environments and understand scalable deployment and operational management approaches', 'You have experience with pipelines and architectures that support machine learning development platforms and production applications', 'You are familiar with A/B and other online testing applications', 'You understand statistics and are capable of using data analysis techniques to understand data quality, profile system loads, understand the relationships between business metrics, and similar']","At Apple, we work every day to build products that enrich people’s lives. Our Advertising Platforms group makes it possible for people around the world to easily access informative and imaginative content on their devices while helping publishers and developers promote and monetize their work. Today, our technology and services power advertising in Search Ads in the App Store and Apple News! Our platforms are highly-performant, deployed at scale, and setting new standards for enabling effective advertising while protecting user privacy.

We are looking for an ambitious and versatile senior engineer who will be a key member of our team, delivering data products that effectively solve exciting business problems. Responsibilities range from designing and implementing core storage and processing capabilities, to mission-critical pipelines, to supporting online serving architectures, and leading edge, privacy preserving machine learning platforms. You will have the opportunity to define, refine, and/or refactor approaches, designs, and architectures to meet the data engineering challenges we must solve. You will join a team of world-class data engineers with an appetite for apply leading-edge technologies to deliver extraordinary experiences to our customers. You will play a meaningful role building data products that deliver on Apple's privacy commitments and change the way advertising works with data. You will be a leading voice in our technology strategy and its delivery, developing and mentoring junior members of the team. You will collaborate closely with the business to deliver relevant data and insight to inform our strategy and decisions.

You should have 6-8+ years experience in data engineering roles, ideally within the ads or media space. You will have an excellent understanding of scalable approaches and thrive working in Agile environments. The ability to be a good standout colleague under tight deadline constraints is key to success!","At Ad Platforms, we are constantly developing data products to provide amazing user experiences and drive value for publishers and developers. We are looking for a senior data engineer to deliver our future data systems, by working to:

-  Lead deep technical conversations and white boarding sessions to brainstorm ideas on data pipelines and petabyte scale data processing.

-  Design and implement new pipelines, storage, and processing solutions using modern, distributed systems approaches and technologies

-  Advocate for the design and implementation approaches you propose

-  Follow standard methodologies in storage, processing, copy/synchronization, etc. appropriate to the scale and maturity of our products

-  Work in multi-functional teams to prototype new concepts and deliver end-to-end systems in an agile setting

-  Design and deliver high quality systems with excellent reliability and scalability, leading complexity and providing for efficient operations","Bachelors, Masters, or PhD or equivalent professional experience in Computer Science, Distributed Systems, Software Engineering, or related field and experience designing, building, maintaining, and extending large-scale production data systems.",[]
"Senior Software Engineer, Data Engineering, Ad Platform Engineering","New York City, New York, United States","Apr 8, 2022","['You love working on a shared codebase that supports mission critical applications; and the subject area that it requires', 'You have deep expertise in modern data engineering approaches, stay on top of developments, and are aware of what leading players are doing', 'You have a demonstrated ability to design, implement, refactor, and extend highly performant, scalable, resilient, reliable, and understandable data pipelines', 'You have deep experience with Spark (Streaming), Hadoop, Kafka (Streams) or other distributed systems', 'You have deep expertise in Python, Java, Scala, SQL, and/or other relevant languages and frameworks', 'You have experience with Oracle, Postgres, mySQL, or other relational databases', 'You have worked in cloud environments and are familiar with object stores, and other common cloud-native data storage and processing frameworks', 'You have worked in CI/CD environments and understand scalable deployment and operational management approaches', 'You have experience with pipelines and architectures that support machine learning development platforms and production applications', 'You are familiar with A/B and other online testing applications', 'You understand statistics and are capable of using data analysis techniques to understand data quality, profile system loads, understand the relationships between business metrics, and similar']","At Apple, we work every day to build products that enrich people’s lives. Our Advertising Platforms group makes it possible for people around the world to easily access informative and imaginative content on their devices while helping publishers and developers promote and monetize their work. Today, our technology and services power advertising in Search Ads in the App Store and Apple News! Our platforms are highly-performant, deployed at scale, and setting new standards for enabling effective advertising while protecting user privacy.  

We are looking for an ambitious and versatile senior engineer who will be a key member of our team, delivering data products that effectively solve exciting business problems. Responsibilities range from designing and implementing core storage and processing capabilities, to mission-critical pipelines, to supporting online serving architectures, and leading edge, privacy preserving machine learning platforms. You will have the opportunity to define, refine, and/or refactor approaches, designs, and architectures to meet the data engineering challenges we must solve. You will join a team of world-class data engineers with an appetite for apply leading-edge technologies to deliver extraordinary experiences to our customers. You will play a meaningful role building data products that deliver on Apple's privacy commitments and change the way advertising works with data. You will be a leading voice in our technology strategy and its delivery, developing and mentoring junior members of the team. You will collaborate closely with the business to deliver relevant data and insight to inform our strategy and decisions.  

You should have 6-8+ years experience in data engineering roles, ideally within the ads or media space. You will have an excellent understanding of scalable approaches and thrive working in Agile environments. The ability to be a good standout colleague under tight deadline constraints is key to success!","At Ad Platforms, we are constantly developing data products to provide amazing user experiences and drive value for publishers and developers. We are looking for a senior data engineer to deliver our future data systems, by working to:  

- Lead deep technical conversations and white boarding sessions to brainstorm ideas on data pipelines and petabyte scale data processing.  

- Design and implement new pipelines, storage, and processing solutions using modern, distributed systems approaches and technologies  

- Advocate for the design and implementation approaches you propose  

- Follow standard methodologies in storage, processing, copy/synchronization, etc. appropriate to the scale and maturity of our products  

- Work in multi-functional teams to prototype new concepts and deliver end-to-end systems in an agile setting  

- Design and deliver high quality systems with excellent reliability and scalability, leading complexity and providing for efficient operations",,[]
Data Engineer (MSO),"Santa Clara Valley (Cupertino), California, United States","Apr 8, 2022","['2+ years working on highly available, high-volume, low latency services at scale', '2+ years working in AWS w/ container services (preferred experience in k8s).', '2+ years working with Data Transforms and ETLs (Experience with Benthos, ReTool, AWS Athena)', '3+ years experience crafting and implementing modular, composable services, using pioneering technology stacks', 'Experience working with Big Data technologies (Hadoop, Hive, Spark, Kafka, Kinesis).']","Our ever-evolving suite of Heath and Wellness products for iPhone and Watch are helping our users live more active, healthier lives. Be ready to make something great when you come here. Dynamic, inspiring people and innovative, industry-defining technologies are the norm at Apple. The people who work here have reinvented and defined entire industries with our products and services. The same dedication to innovation also applies to our business practices - strengthening our commitment to leave the world better than we found it.

AC Wellness Network LLC is a subsidiary of Apple Inc. and is the dedicated management services organization (MSO) for AC Wellness, a dedicated independent medical group that serves Apple Wellness Centers in Santa Clara Valley. Our mission is to deliver the world’s best healthcare experiences for Apple employees. The MSO team is looking for an extraordinary Data Engineer with a background in large scale engineering projects. You will enjoy building services that Data Science and Application developers will leverage to shape exceptional experiences for our employees and customers.

This role is based in Santa Clara Valley, CA.","As a Data Engineer, you are ready to tackle big problems, enjoy working in an agile and dynamic multi-functional team, love data, and want to make a huge impact in health. Some of your characteristics include:

-  Experience building highly available and fault tolerant systems

-  Experience with large scale data processing systems for both batch and streaming technologies (Hadoop, Spark, Kinesis, Flink).

-  Experience in programming using Python, Java or Katlin.

-  Experience with data orchestration tools (Airflow, Oozie, Step Functions).

-  Strong understanding of database technologies including NoSQL and SQL.

-  Experience with software development tools on Linux

-  Proven track record of shipping services in production environments for consumer facing products","BS, MS, or PhD in Computer Science, or equivalent experience","['-  Excellent communication and collaboration skills', '-  Excellent problem solving and analytical thinking skills', '-  Experience handling performance, application and security log management', '-  Experience working in Agile SCRUM Environment', '-  Works well in and across teams, and also in self-directed environment', '-  Comfortable with weekly on-call rotation', '-  Reliable and responsive to support the team’s needs']"
AMP Ops Analytics - Data Engineer,"Culver City, California, United States","Mar 31, 2022","['7 + years of experience working in Bigdata technologies, pipelines, data processing, and reporting.', 'Experience with NoSQL datastores like Cassandra, Elasticsearch, HBase, MongoDB.', 'Expert-level SQL is required and programming experience using R/Python/Scala within Spark/Hive.', 'Experience with NoSQL datastores like Cassandra, Elasticsearch, HBase, MongoDB.', 'Proven skills in designing, tuning & optimizing scalable, highly available distributed systems which can handle high data volumes.', 'Good understanding of software engineering principles and fundamentals including data structures and algorithms.', 'Good data modelling experience to address scale and read/write performance.', 'Excellent written and oral communication skills on both technical and non-technical topics.', 'Excellent general analytical & problem solving skills.', 'Self-starter who is dedicated and demonstrates creative and critical thinking abilities.', 'A strong business approach including developing and exercising multi-functional influence.', 'Ability to translate nuanced analysis and technical concepts into clear and concise takeaways for business leaders.', 'Good understanding of large-scale content management systems and data modeling is preferred.', 'Expert-level competency working with large volumes of data while realizing limitations of small samples.', 'Aptitude for synthesizing complex data into key components that drive informed decisions.', 'Proficiency with data systems, automation tools, and web-based data visualization tools such as Tableau for full-stack data analysis, insights synthesis and presentation is required.']","At Apple, great ideas have a way of becoming extraordinary products, services, and customer experiences very quickly. If you are a self-motivated, high-energy individual who is not afraid of challenges, we’re looking for you!

Apple Media Products (AMP) is an exciting environment and a dynamic development organization. With customers around the world, we are a fast-growing marketplace for music, movies, TV shows, books, podcasts, and, of course, apps. AMP Production Operations team provides unified content operations support and services across all content teams and finds value for both Apple and its Customers by ensuring extraordinary quality and discoverability of content and its metadata. 

We are looking for a passionate and highly motivated Data Engineer to join our team who will play an integral role in ensuring content operations and metadata health. You will support Apple Media Products growth, both top and bottom line, by applying the same level of innovation towards content matters as we do towards our products and services. 

As members of AMP Operations Analytics team, we analyze Big Data across customer and content provider touch points in order to develop critical metrics and deep insights to measure coverage and quality that helps drive strategy for content discoverability through metadata. We collaborate deeply with partners across Business, Product, Engineering, Content Curation and Data Engineering teams. You will use your ability to see beyond the data and help translate information into impactful business insights and work to identify, evaluate and prioritize operational improvements. A solid background in operational fundamentals is a requirement but you have more. You take ownership and feel a personal stake in the products we ship. Our team values integrity, and where there is uncertainty, we strive to bring order. As a key member of the team, you keep your eye on the ball, use good judgement, build positive relationships and are constantly looking to improve yourself and the team.

Join us, and you’ll have a meaningful role in continuing Apple’s legacy of efficiency and success!","In this role, you will regularly balance AMP Storefront and Production Operations analytics projects and initiatives. This role is integral to Operations and will be valuable in driving insights to teams across AMP, and drive an impact to content operational processes and product direction. 

Drive and ship large, multi-functional Business data analytics and data services projects including infrastructure and platform features to support analytics and reporting for AMP Production Operations.

Lead all aspects of multiple concurrent projects and features including scope, requirements, timelines, partner management, communications, and risk assessments.

Lead effort to build scalable, distributed and highly available systems and pipelines.

Collaborate multi-functionally with AMP Content Teams, Product Management, Engineering, Analytics, Legal, Privacy and other organizations to manage analytics tools and pipelines to support new Apple Media Product features and reporting. Work with these teams as a thought partner to understand product/feature implementations.

Take a role in improving how features are built and executed on the data analytics, data services and infrastructure teams.

Partner with other organizations on data gathering, data governance, redefining data with reporting tools and evangelizing critical metrics.

Deep dive into large-scale data to identify key insights and critical metrics that help steer content operations strategy and deliver meaningful and measurable findings that create business value.

Help unearth key content metadata trends based on content discovery and usage data.

Provide valuable insights, to implement investigations with short-term and long term workable solutions.","BS / MS in technical field (math, statistics, engineering, computer science, analytics, or similar)

7+ years proven track record in the digital media or technology industry","['Location options include: Culver City, Austin, New York, and Seattle']"
"Senior Data Engineer, Apple Media Products","Austin, Texas, United States","Mar 30, 2022","['5+ years of programming experience, preferably in Python.', '5+ years of experience in working with large data sets and pipelines (e.g. Hadoop, Spark, HBase)', '5+ years of SQL experience.', '5+ years of experience with workflow scheduling / orchestration such as Airflow or Oozie.', '3+ years of experience with schema design and data modeling.', '2+ Spark experience', 'Expert in code versioning and collaboration tools/repositories like GitHub', 'BI/Reporting data workflow experience preferred - aggregated data sources, metric definition, data visualization with tools like Tableau', 'Experience with container orchestration and deployment frameworks (eg. Kubernetes, Docker) preferred.', 'Strong debugging, critical thinking, and technical design skills with the ability to learn new technologies quickly']","At Apple, great ideas have a way of becoming great products and services. If you are a self- motivated and energetic person who is not afraid of challenges, we are looking for you!   

Apple is seeking a Senior Data Engineer to join the Data Science & Analytics Organization for Apple Media Products (AMP), covering the App Store, Apple Music, Apple TV, Apple Podcasts, and other services. This role will drive data engineering for large-scale data science and machine learning initiatives across the range of AMP products.   

AMP collaborates with executives and various partners across product, design, engineering, and business teams: Our mission is to drive innovation at Apple through in-depth quantitative research of the App Store, Apple Music, Apple TV, Apple Podcasts, and other services.","Design, Build, and Implement generalized large-scale, sophisticated, and high-volume data pipelines for downstream analytics and data science.   

Define standard methodologies, tune and debug Spark jobs and data pipeline workflows   

Collaborate with engineering program managers, business teams, and data scientists to understand the business landscape in order to effectively design technical requirements and solutions   

Lead technical design of scalable and flexible data architectures 

Re-architect existing code bases transitioning to new technologies and frameworks   

Mentor data engineering team members on coding, architecture, and data engineering processes   

Lead collaboration with other engineering teams to adopt standard methodologies, drive scalability, and increase consistency across our systems","Minimum of a Bachelor's degree in Computer Science, Statistics, Mathematics, Engineering, Economics or related field. Ideally, Masters or Ph.D. in a related field.",[]
"Data Engineer, Apple Media Products - Experimentation","Seattle, Washington, United States","Mar 29, 2022","['3-5+ years’ demonstrated experience with Big Data systems, ETL, data processing, and analytics tools.', 'Proven experience working on big data systems and distributed computing, such as Hadoop and Spark.', 'Proficiency in using query languages like SQL, Hive and SparkSQL.', 'Experience with entity-relationship modeling and understanding of normalization.', 'Experience with sessionization of clickstream and time-series data is a plus.', 'Familiar with the concepts of dimensional modeling.', 'Experience maintaining a large software system and writing a test suite.', 'Experience with Continuous Integration, Version Control such as git.', 'Experience with programming languages such as Scala, Spark or Python.', 'Experience with data visualization tools, such as GGplot, etc.', 'Deep understanding of data structures and common methods in data transformation.', 'Keep up-to-date with the newest technology trends.']","The people here at Apple don’t just build products — they build the kind of wonder that’s revolutionized entire world. It’s the diversity of those people and their ideas that inspires the innovation that runs through everything we do, from amazing technology to industry-leading environmental efforts. Join Apple, and help us leave the world better than we found it.

The Apple Media Products data engineering team provides insights through data that drive decision-making for our engineering and product teams. We are looking for a Data Pipeline Engineer who can automate and build data pipelines to support Experimentation across our search and recommendations features.

Imagine what you could do here. At Apple, creative ideas have a way of becoming wonderful products, services, and customer experiences very quickly. Bring passion and dedication to your job and there's no telling what you could accomplish.","This team designs, executes and builds tools for online experiments (A/B tests) and offline experiments (human relevance judgement) that help us improve and fine tune our data-driven features. Your primary focus will be to automate the delivery of various datasets by working with Data Scientists on the team to understand critical metrics/KPIs and how they are derived. You will write and maintain the code that ingests, computes and organizes various data sets.


ADDITIONAL EXPECTATIONS OF THIS ROLE INCLUDE:
Working with software engineering teams to improve data collection procedures.
Processing, cleansing, and validating the integrity of data used for analysis.
Engineer code that is durable and reliable.
Performance tune and optimize code as data grows and needs change.
Generate reports (that can be automated) to present key insights to internal partners and leaders across engineering and product teams.
Showcase real passion for visualizing and making sense of data analysis.",Bachelor’s Degree in Computer Science or related field,[]
"Data Engineer – Data Platform, Scala / Java - Apple Media Products (AMP)","Seattle, Washington, United States","Mar 28, 2022","['Experience in implementing and supporting highly scalable data systems and services written in Scala or Java.', 'A strong knowledge of data structures and algorithms.', 'Experience of using data metastores, e.g. Apache Hive. Integration of data metastores with Spark and other environments.', 'Understanding of serialization formats and schema evolution.', 'Experience with Big Data file and table formats e.g. Parquet and Iceberg.', 'In-depth knowledge of one or more Big Data systems including internal implementation. For example: NoSql store, distributed message queue, search or indexing product.', 'Experience with key/value stores, relational databases and Solr/Lucene/elasticsearch.', 'Building and supporting APIs for engineers. Versioning and compatibility, wire formats, HTTP frameworks, authentication, tracing and monitoring.', 'Communicating with users and driving adoption. Troubleshooting and diagnosing issues, advising on integrations and migrations.', 'Some experience of building user interfaces.']","The Data Platform team is looking for enthusiastic engineers to help build the next generation of our data platforms, pipelines and services. This is a phenomenal opportunity to work within Apple Media Products, the team behind the App Store, Apple Music, Apple TV, and many other high-profile products. We are looking for backend engineers with Big Data experience who enjoy working on problems at scale. Essential experience includes building data platform infrastructure using technologies such as Spark, Hadoop, Hive and Kafka, as well as proficiency in Scala or Java. We offer a flexible, family-friendly working environment and a wide range of competitive benefits. You will be encouraged and supported to do your best work and to have fun doing so. If this sounds exciting to you, we'd love to hear from you!","We provide platforms, services, tools and datasets for use by engineering teams within Apple. We cover batch, realtime and near-realtime requirements, handling petabytes of data and ultimately supporting hundreds of millions of customers.  In this role you will build infrastructure to drive these highly visible global-scale systems.  You will work with attention to usability, performance, scalability and high availability of your systems. You will support other engineering teams as they adopt these systems for their own products.  If you are a developer with experience of Big Data, and are looking for your next challenge, then we would love to hear from you.",BS degree in Computer Science or a related field,[]
Senior Data Engineer,"San Diego, California, United States","Mar 25, 2022","['Proficient in Python and Spark for data processing and can lay out columnar data stores such as Parquet to optimize distributed compute/storage models when the scale of data calls for it.', 'Experience developing automation or used data pipeline tools such as Airflow for data curation and regression analysis.', 'Ability to develop data models on scientific and time-series data, that support a wide-range of queries and are easily maintainable.', 'You believe that the integrity of the tooling and pipelines are critical to coming up with high quality analyses.', 'Form hypotheses and instrument our tools to later debug and troubleshoot deep in the stack or in the logs.', 'You understand the role feedback plays in your growth, and how effective communication affords more feedback opportunities.', 'Experience with embedded software development is a big plus to collaborate with your peers.']","The CoreMotion team has created innovative ways for users to improve their health with their devices through motion. When you exercise and move with your devices, or when you fall and your watch calls for help on your behalf, it's the work of engineers and scientists on this team. As a member of our dynamic group, you will have the rare and rewarding opportunity to shape upcoming products that will delight and inspire millions of Apple's customers every single day. Join CoreMotion and be part of the team that develops best-in-class fitness, health and safety solutions for iPhones and Watches. Together, we can help our users lead healthier/safer lives.","You will be collaborating with scientists, embedded software engineers, other data engineers, and quality engineering to organize, explore, process, and reduce vast amounts of sensor of data. Your instruments will support prototyping, building and refining algorithms using multiple sensors such as accelerometers, gyroscopes, magnetometers, barometers, heart rate sensors, and many more. You will help drive and implement requirements for data ingestion collaborating with a multi-disciplinary user-studies team to help feed algorithm design and ship world class features.

Come work with us and see your work powering the novel user experiences delivered by watchOS/iOS used by millions of users worldwide. We promote innovation and new technology to further improve our creative output. We are seeking a hardworking and passionate person to join this amazing team, if you feel this is you, we'd love to hear from you.","MS, Ph.D or 5+ years experience in computer science or as data engineer","['Passionate about health and fitness technologies', 'Strong analytical and problem-solving skills', 'Prior experience with sensors, fitness and health technologies', 'At home in a OSX/Linux environment.', 'C++ programming experience in embedded environment a plus']"
